path,class_name,label,run1_raw,run2_masked
COVID/images/COVID-10.png,COVID,0,0.43288642381319636,0.32517867869039774
COVID/images/COVID-1001.png,COVID,0,0.04387209176944858,0.17681937819453442
COVID/images/COVID-1012.png,COVID,0,0.12428485785505418,0.4749291746006071
COVID/images/COVID-1015.png,COVID,0,0.38067672778020467,0.44002538546694875
COVID/images/COVID-1029.png,COVID,0,0.3235845635080564,0.4621554914969817
COVID/images/COVID-1036.png,COVID,0,0.3590138097313084,0.3524964306823262
COVID/images/COVID-104.png,COVID,0,0.3533840511904355,0.4624846001588715
COVID/images/COVID-1048.png,COVID,0,0.3954011588404538,0.5293725160689128
COVID/images/COVID-1056.png,COVID,0,0.3496083218265795,0.4216512837911705
COVID/images/COVID-1058.png,COVID,0,0.32736566358640284,0.2521148268272709
COVID/images/COVID-1065.png,COVID,0,0.2855366457027097,0.09564302468060823
COVID/images/COVID-107.png,COVID,0,0.2985292502221611,0.4287049920372357
COVID/images/COVID-1079.png,COVID,0,0.2981960126614,0.5797920838671212
COVID/images/COVID-108.png,COVID,0,0.32950617124912823,0.2585429530589224
COVID/images/COVID-1084.png,COVID,0,0.47326500881425054,0.5761239674111542
COVID/images/COVID-1087.png,COVID,0,0.16312380902084755,0.49340364526667396
COVID/images/COVID-1094.png,COVID,0,0.29816496439313,0.5708427918077338
COVID/images/COVID-1098.png,COVID,0,0.15363149037453253,0.37070172498461573
COVID/images/COVID-11.png,COVID,0,0.30773371032430763,0.3820681387539368
COVID/images/COVID-1100.png,COVID,0,0.3318251047891008,0.45054137472850986
COVID/images/COVID-1102.png,COVID,0,0.4362386522225734,0.6031713751097716
COVID/images/COVID-1108.png,COVID,0,0.31124865967759796,0.5337034033122441
COVID/images/COVID-1115.png,COVID,0,0.331956085534178,0.5779404441149067
COVID/images/COVID-1116.png,COVID,0,0.3943348105203144,0.3511305554066057
COVID/images/COVID-1121.png,COVID,0,0.24591531758835963,0.5245919887370467
COVID/images/COVID-1127.png,COVID,0,0.4023424494849082,0.5750590005725548
COVID/images/COVID-1136.png,COVID,0,0.4218418835645949,0.3542699024201021
COVID/images/COVID-1143.png,COVID,0,0.3240702073086128,0.3558221657364594
COVID/images/COVID-1154.png,COVID,0,0.33168119736340723,0.42735290336751836
COVID/images/COVID-117.png,COVID,0,0.22330006205693406,0.47610960003415564
COVID/images/COVID-1170.png,COVID,0,0.23709815565145959,0.40880419907367566
COVID/images/COVID-1173.png,COVID,0,0.4657414135371122,0.5785123706247216
COVID/images/COVID-1177.png,COVID,0,0.24173087304418273,0.40134024680766395
COVID/images/COVID-118.png,COVID,0,0.3818316581306264,0.5626797232382831
COVID/images/COVID-1181.png,COVID,0,0.28529014119051105,0.2128300902150641
COVID/images/COVID-1183.png,COVID,0,0.1945267284658425,0.3906263115264294
COVID/images/COVID-1194.png,COVID,0,0.42557723678623344,0.4989015571352267
COVID/images/COVID-1201.png,COVID,0,0.06902132019525975,0.34742165368692196
COVID/images/COVID-1205.png,COVID,0,0.3386890775511426,0.474647830985936
COVID/images/COVID-1210.png,COVID,0,0.06291912434571559,0.41208854967914615
COVID/images/COVID-1218.png,COVID,0,0.11621068936989858,0.339199274050694
COVID/images/COVID-1223.png,COVID,0,0.05678663991963982,0.30099747004313043
COVID/images/COVID-1224.png,COVID,0,0.46179027117496846,0.5174259108088268
COVID/images/COVID-1234.png,COVID,0,0.32544634093112607,0.4506037605255864
COVID/images/COVID-1238.png,COVID,0,0.3268013804748132,0.20644287557960994
COVID/images/COVID-1241.png,COVID,0,0.2270019831825172,0.4856510050944104
COVID/images/COVID-1252.png,COVID,0,0.5631525144245327,0.47588977815461825
COVID/images/COVID-1256.png,COVID,0,0.3049911871028272,0.3448925078420153
COVID/images/COVID-1264.png,COVID,0,0.6070601247848734,0.6424842599203777
COVID/images/COVID-1271.png,COVID,0,0.4277063171561859,0.4524298538323665
COVID/images/COVID-1272.png,COVID,0,0.4325785426472253,0.4413592294069151
COVID/images/COVID-1288.png,COVID,0,0.3549976337042118,0.4996265500038321
COVID/images/COVID-1298.png,COVID,0,0.18648826717421188,0.44908163632060033
COVID/images/COVID-1321.png,COVID,0,0.3245651127589627,0.605231937298005
COVID/images/COVID-1328.png,COVID,0,0.5450347670040082,0.43912677776727105
COVID/images/COVID-1332.png,COVID,0,0.3924053218001436,0.33684894119427145
COVID/images/COVID-1336.png,COVID,0,0.3971526163984611,0.4965157138586554
COVID/images/COVID-1339.png,COVID,0,0.1394621411945195,0.37288194596339536
COVID/images/COVID-1341.png,COVID,0,0.0722639381597528,0.2534955983456829
COVID/images/COVID-1347.png,COVID,0,0.1624034011319536,0.3034787901054978
COVID/images/COVID-1350.png,COVID,0,0.2753574526269752,0.3580454174276904
COVID/images/COVID-1351.png,COVID,0,0.3720460192641916,0.5898931098094763
COVID/images/COVID-1353.png,COVID,0,0.351257413246942,0.36337277145692376
COVID/images/COVID-1360.png,COVID,0,0.23233436352576875,0.4894509750885447
COVID/images/COVID-1365.png,COVID,0,0.49783601130954214,0.5473819272328089
COVID/images/COVID-1374.png,COVID,0,0.24102851388542154,0.3990868615951303
COVID/images/COVID-138.png,COVID,0,0.20915795416408658,0.38183726788715094
COVID/images/COVID-1396.png,COVID,0,0.20471714434686158,0.4095856280893142
COVID/images/COVID-1399.png,COVID,0,0.34379286805869685,0.3559712730732553
COVID/images/COVID-1407.png,COVID,0,0.3178375834751434,0.3218136551672091
COVID/images/COVID-1421.png,COVID,0,0.4341484019330246,0.39770166190820994
COVID/images/COVID-1429.png,COVID,0,0.38991972619321996,0.4945324441286556
COVID/images/COVID-1438.png,COVID,0,0.23789630272912604,0.45092968264341793
COVID/images/COVID-1450.png,COVID,0,0.17365659911667988,0.2058660067959285
COVID/images/COVID-1451.png,COVID,0,0.4725178701479342,0.43944910409419896
COVID/images/COVID-1455.png,COVID,0,0.3748599227057693,0.5180684754703121
COVID/images/COVID-1462.png,COVID,0,0.38072295493720537,0.4936103509754245
COVID/images/COVID-1467.png,COVID,0,0.2854428948974453,0.5160583510567166
COVID/images/COVID-1474.png,COVID,0,0.3497954379310241,0.46595604298542553
COVID/images/COVID-1477.png,COVID,0,0.3678604502634261,0.38457620800632675
COVID/images/COVID-1491.png,COVID,0,0.5271530841657338,0.4812975369259857
COVID/images/COVID-1496.png,COVID,0,0.2506608027242861,0.3374701087246178
COVID/images/COVID-1499.png,COVID,0,0.31253717042262935,0.3687917010381841
COVID/images/COVID-15.png,COVID,0,0.27030826135431085,0.4121394056762784
COVID/images/COVID-1504.png,COVID,0,0.37281555241458636,0.368059169922877
COVID/images/COVID-1533.png,COVID,0,0.5583441370740785,0.5347186819055891
COVID/images/COVID-1541.png,COVID,0,0.033983224396638104,0.17407938242654647
COVID/images/COVID-155.png,COVID,0,0.23356509577590304,0.3260308620286161
COVID/images/COVID-1560.png,COVID,0,0.2864690510643772,0.3717218232422553
COVID/images/COVID-1562.png,COVID,0,0.4731493174776753,0.49130148804133617
COVID/images/COVID-157.png,COVID,0,0.3480678062108791,0.2637724181738499
COVID/images/COVID-1575.png,COVID,0,0.40503217249230916,0.46204913008513987
COVID/images/COVID-1585.png,COVID,0,0.40940196866150297,0.5456587589549986
COVID/images/COVID-1587.png,COVID,0,0.3955897051382984,0.536244420655775
COVID/images/COVID-159.png,COVID,0,0.48007966807312275,0.4963904093015258
COVID/images/COVID-1591.png,COVID,0,0.30548949715906853,0.2729588379115295
COVID/images/COVID-1596.png,COVID,0,0.4578430435802776,0.5321835434067952
COVID/images/COVID-1602.png,COVID,0,0.40590195629594517,0.48319390678586066
COVID/images/COVID-1603.png,COVID,0,0.1948111026208202,0.2362544406937904
COVID/images/COVID-1608.png,COVID,0,0.2781282176274051,0.4121325278105534
COVID/images/COVID-1612.png,COVID,0,0.23236061571735467,0.36604016943834866
