path,mask_path,class_name,label,md5,split
COVID/images/COVID-1.png,COVID/masks/COVID-1.png,COVID,0,1b62b8fef8d2ac7091aea8320231529c,train
COVID/images/COVID-100.png,COVID/masks/COVID-100.png,COVID,0,32da26e399aafed0dcff4cbdce5f7b6b,train
COVID/images/COVID-1003.png,COVID/masks/COVID-1003.png,COVID,0,1554c9d9fe3d931d37e0800f6d622409,train
COVID/images/COVID-1004.png,COVID/masks/COVID-1004.png,COVID,0,41ec9cda8b014ba141e6bf70a1c630a3,train
COVID/images/COVID-1005.png,COVID/masks/COVID-1005.png,COVID,0,d72b29908c8940ad3f4437ac8a49539f,train
COVID/images/COVID-1007.png,COVID/masks/COVID-1007.png,COVID,0,bfe5c4ea4380ed890d710c8996852684,train
COVID/images/COVID-1009.png,COVID/masks/COVID-1009.png,COVID,0,0ab6fe6fba63967adef53ebc6f9a6e98,train
COVID/images/COVID-101.png,COVID/masks/COVID-101.png,COVID,0,78435e08c0bf944d2b59517101d6e8d3,train
COVID/images/COVID-1010.png,COVID/masks/COVID-1010.png,COVID,0,16dde4f5a98e3dfbc77badba7205310b,train
COVID/images/COVID-1011.png,COVID/masks/COVID-1011.png,COVID,0,7a4ff9fe4ebaad0d7fd261d02c2ab28b,train
COVID/images/COVID-1013.png,COVID/masks/COVID-1013.png,COVID,0,0baa92bb8c3c4620ddfa8befd4ff6b88,train
COVID/images/COVID-1014.png,COVID/masks/COVID-1014.png,COVID,0,0df17f7bb0682ed3e8b146de339442f6,train
COVID/images/COVID-1016.png,COVID/masks/COVID-1016.png,COVID,0,348c1812760ddf1a1744fb8d1aff03eb,train
COVID/images/COVID-1018.png,COVID/masks/COVID-1018.png,COVID,0,caa8850532d78514c2d165ffdb5bf514,train
COVID/images/COVID-1019.png,COVID/masks/COVID-1019.png,COVID,0,addab4a976d10c04f72cace752d76b0c,train
COVID/images/COVID-102.png,COVID/masks/COVID-102.png,COVID,0,d7b2e64c0593ed2d1cc8b1915b40973d,train
COVID/images/COVID-1020.png,COVID/masks/COVID-1020.png,COVID,0,d6c50858b91a894220d72d22f98f5651,train
COVID/images/COVID-1021.png,COVID/masks/COVID-1021.png,COVID,0,8cac726c30b9c6de702569872b839329,train
COVID/images/COVID-1023.png,COVID/masks/COVID-1023.png,COVID,0,5b8c121ad1f80b99b8377474b24d8287,train
COVID/images/COVID-1024.png,COVID/masks/COVID-1024.png,COVID,0,b430ef2bf54bdce658e123e72aa173ce,train
COVID/images/COVID-1025.png,COVID/masks/COVID-1025.png,COVID,0,22afede332d1ff5743ce3e70ac11ed96,train
COVID/images/COVID-1026.png,COVID/masks/COVID-1026.png,COVID,0,1d9562bddc690a8e5722dbca6755358e,train
COVID/images/COVID-1027.png,COVID/masks/COVID-1027.png,COVID,0,97748bafbd8f7b728cd65a7d50dfd648,train
COVID/images/COVID-1028.png,COVID/masks/COVID-1028.png,COVID,0,360cc480b0c3ea801700ff376b36028c,train
COVID/images/COVID-1031.png,COVID/masks/COVID-1031.png,COVID,0,de41654e140fe3a78d062f9a0ee994a8,train
COVID/images/COVID-1033.png,COVID/masks/COVID-1033.png,COVID,0,1aba9bf5a5fd413651d288692a88af9f,train
COVID/images/COVID-1035.png,COVID/masks/COVID-1035.png,COVID,0,dd5b1678ffc8e5f9ea22a9185babf4d9,train
COVID/images/COVID-1037.png,COVID/masks/COVID-1037.png,COVID,0,a7a0633141a00f5b606e141d2b96218c,train
COVID/images/COVID-1038.png,COVID/masks/COVID-1038.png,COVID,0,869d6c6b1fea4c5b7eea6ebb1effa378,train
COVID/images/COVID-1039.png,COVID/masks/COVID-1039.png,COVID,0,9834bd54612fb918722be2907622af1d,train
COVID/images/COVID-1041.png,COVID/masks/COVID-1041.png,COVID,0,05e3f8dca8ac9d717613e67040bdb048,train
COVID/images/COVID-1042.png,COVID/masks/COVID-1042.png,COVID,0,26bfba6ef6b76650c0703c6374fcd770,train
COVID/images/COVID-1044.png,COVID/masks/COVID-1044.png,COVID,0,2c76972dbde927970680eb326c007b35,train
COVID/images/COVID-1045.png,COVID/masks/COVID-1045.png,COVID,0,e6cc91b4f14dcfa89fdabf4211052416,train
COVID/images/COVID-1046.png,COVID/masks/COVID-1046.png,COVID,0,63730ffa63c23edc23aef86907a3046e,train
COVID/images/COVID-1047.png,COVID/masks/COVID-1047.png,COVID,0,ed2c52ee91be040ecdce2866390a282e,train
COVID/images/COVID-1049.png,COVID/masks/COVID-1049.png,COVID,0,ec3e92f7baaca501da3a6fbd77da22da,train
COVID/images/COVID-105.png,COVID/masks/COVID-105.png,COVID,0,141f4b44de3a397ae8c93f4ad6c4b2f7,train
COVID/images/COVID-1050.png,COVID/masks/COVID-1050.png,COVID,0,c8545f13f34525a41ff6dc76439a1059,train
COVID/images/COVID-1051.png,COVID/masks/COVID-1051.png,COVID,0,8797f05610f1479db58c85760ed05856,train
COVID/images/COVID-1053.png,COVID/masks/COVID-1053.png,COVID,0,4ffb37c11330a4c65219233a4a97ffcd,train
COVID/images/COVID-1055.png,COVID/masks/COVID-1055.png,COVID,0,130650da1581ae6270b602e6681a8065,train
COVID/images/COVID-1057.png,COVID/masks/COVID-1057.png,COVID,0,84522bc0ec071642bd549eeb4e877508,train
COVID/images/COVID-1059.png,COVID/masks/COVID-1059.png,COVID,0,c354b3b35a81818add67a6dc56cb18a0,train
COVID/images/COVID-1060.png,COVID/masks/COVID-1060.png,COVID,0,c1f4db5c1c6455a668925c4fd314f392,train
COVID/images/COVID-1061.png,COVID/masks/COVID-1061.png,COVID,0,cb68afbb3e722abcdc95bd56881252af,train
COVID/images/COVID-1062.png,COVID/masks/COVID-1062.png,COVID,0,b30fb3f306d333ce5b88e6e85d30211a,train
COVID/images/COVID-1063.png,COVID/masks/COVID-1063.png,COVID,0,36a697df0f53d0faa07be328cadf85bc,train
COVID/images/COVID-1064.png,COVID/masks/COVID-1064.png,COVID,0,1496e7fe678805efb517bd6cf9a3d89d,train
COVID/images/COVID-1067.png,COVID/masks/COVID-1067.png,COVID,0,8b7dc5f41d4b8a12af3449ef33511499,train
COVID/images/COVID-1069.png,COVID/masks/COVID-1069.png,COVID,0,8c62179840e21878461a85b17a3f015a,train
COVID/images/COVID-1070.png,COVID/masks/COVID-1070.png,COVID,0,20cbd1c582a9501e835d96e9770e685c,train
COVID/images/COVID-1071.png,COVID/masks/COVID-1071.png,COVID,0,1d27b73623e6a8cbcd474eae5ac54bcf,train
COVID/images/COVID-1073.png,COVID/masks/COVID-1073.png,COVID,0,9936efaaba47cc5dd731af3299334f9e,train
COVID/images/COVID-1074.png,COVID/masks/COVID-1074.png,COVID,0,66628b3b9bdf01070f8c603e05c8e6df,train
COVID/images/COVID-1075.png,COVID/masks/COVID-1075.png,COVID,0,c6dd34bf9de2b177b3f247ebe38cb865,train
COVID/images/COVID-1076.png,COVID/masks/COVID-1076.png,COVID,0,cc2d582bc024dee36d72ee9ee010e06a,train
COVID/images/COVID-1077.png,COVID/masks/COVID-1077.png,COVID,0,53ed6dd8f00cb4dd07f50e79ff6bd998,train
COVID/images/COVID-1078.png,COVID/masks/COVID-1078.png,COVID,0,55fabee459cfa9d9cf9c896ff0980788,train
COVID/images/COVID-1080.png,COVID/masks/COVID-1080.png,COVID,0,50e68f41a1098e141425c174f8506649,train
COVID/images/COVID-1082.png,COVID/masks/COVID-1082.png,COVID,0,e16b60dd7b63b1b2ac5ef2485d5322d2,train
COVID/images/COVID-1083.png,COVID/masks/COVID-1083.png,COVID,0,882130e4fdca787d7f2d21611829f532,train
COVID/images/COVID-1085.png,COVID/masks/COVID-1085.png,COVID,0,d173503f06d151c8385f56eef0c6006d,train
COVID/images/COVID-1086.png,COVID/masks/COVID-1086.png,COVID,0,53e7e2c38aff7abe191812a173e146f6,train
COVID/images/COVID-1088.png,COVID/masks/COVID-1088.png,COVID,0,1314e2ab26375d70118c78e49ec1a1cf,train
COVID/images/COVID-1089.png,COVID/masks/COVID-1089.png,COVID,0,8ef90971e18218a044cb4ff1da1c3ef5,train
COVID/images/COVID-109.png,COVID/masks/COVID-109.png,COVID,0,fe160dded10be9b2a973bef01b43539e,train
COVID/images/COVID-1090.png,COVID/masks/COVID-1090.png,COVID,0,c8e4853a2ba3f1ecf59777f746f700ef,train
COVID/images/COVID-1092.png,COVID/masks/COVID-1092.png,COVID,0,502388b32e65b2cf3f35676ddf2fb805,train
COVID/images/COVID-1093.png,COVID/masks/COVID-1093.png,COVID,0,eb3170f79b24d1fb9aef33e728d10fe2,train
COVID/images/COVID-1095.png,COVID/masks/COVID-1095.png,COVID,0,89b04ee7ad26d1a42d8343bc5b5bfa02,train
COVID/images/COVID-1096.png,COVID/masks/COVID-1096.png,COVID,0,b1e23e13d407acf7db2ac805cbd435ca,train
COVID/images/COVID-1097.png,COVID/masks/COVID-1097.png,COVID,0,bda465825039c9f0f3de3e0366004e0f,train
COVID/images/COVID-1099.png,COVID/masks/COVID-1099.png,COVID,0,afd0f327c2641a6feeaac38b7e94e925,train
COVID/images/COVID-110.png,COVID/masks/COVID-110.png,COVID,0,e73df1044edfa1300a6aec9ef2c1574d,train
COVID/images/COVID-1101.png,COVID/masks/COVID-1101.png,COVID,0,56b4b428016352effeef691798c52663,train
COVID/images/COVID-1104.png,COVID/masks/COVID-1104.png,COVID,0,62dfb8bd3b1fad1b25ecccfb9cda908a,train
COVID/images/COVID-1106.png,COVID/masks/COVID-1106.png,COVID,0,b1343420673a5dbfdba7a4e449dcbdcb,train
COVID/images/COVID-1107.png,COVID/masks/COVID-1107.png,COVID,0,597bb33036b4f37c761bd3e59c0726e5,train
COVID/images/COVID-1109.png,COVID/masks/COVID-1109.png,COVID,0,384063dc045d2c41f0914aae62d632d1,train
COVID/images/COVID-111.png,COVID/masks/COVID-111.png,COVID,0,b27e2ec550793800538cd13cee3c2e96,train
COVID/images/COVID-1111.png,COVID/masks/COVID-1111.png,COVID,0,0fed299f8f345bba330928999ad7922a,train
COVID/images/COVID-1113.png,COVID/masks/COVID-1113.png,COVID,0,6d796af80b5e45337e4ada45e2baca5c,train
COVID/images/COVID-1114.png,COVID/masks/COVID-1114.png,COVID,0,166519f6fd5ff36b16978c13e234e79f,train
COVID/images/COVID-1117.png,COVID/masks/COVID-1117.png,COVID,0,f3ef4c6f9b18358ab6f35e15523cb754,train
COVID/images/COVID-1119.png,COVID/masks/COVID-1119.png,COVID,0,279fc0e6c88cebf28830c5d836e22fc1,train
COVID/images/COVID-112.png,COVID/masks/COVID-112.png,COVID,0,4b791dc58e35d7855eee254c1f976e70,train
